Dspecies1    Dspecies2    Dspecies3    Dspecies4    X1           X2           X3           X4          
0.000019577048 0.000014519338 0.000019643789 0.000018545849 0.400000000000 0.200000000000 0.200000000000 0.200000000000
0.000019571333 0.000014514460 0.000019638270 0.000018540058 0.397632096036 0.200913092265 0.200541719433 0.200913092265
0.000019565601 0.000014509565 0.000019632734 0.000018534249 0.395259788533 0.201829053649 0.201082104169 0.201829053649
0.000019559849 0.000014504654 0.000019627180 0.000018528420 0.392882679958 0.202748029435 0.201621261173 0.202748029435
0.000019554078 0.000014499726 0.000019621608 0.000018522572 0.390500838786 0.203670005483 0.202159150247 0.203670005483
0.000019548289 0.000014494782 0.000019616018 0.000018516704 0.388114398468 0.204594945318 0.202695710896 0.204594945318
0.000019542481 0.000014489821 0.000019610410 0.000018510818 0.385723503402 0.205522808595 0.203230879408 0.205522808595
0.000019536655 0.000014484845 0.000019604785 0.000018504914 0.383328301635 0.206453553601 0.203764591163 0.206453553601
0.000019530811 0.000014479853 0.000019599142 0.000018498991 0.380928943866 0.207387137586 0.204296780962 0.207387137586
0.000019524950 0.000014474845 0.000019593483 0.000018493050 0.378525583298 0.208323516811 0.204827383080 0.208323516811
0.000019519072 0.000014469822 0.000019587807 0.000018487091 0.376118375595 0.209262646557 0.205356331292 0.209262646557
0.000019513176 0.000014464784 0.000019582115 0.000018481114 0.373707478859 0.210204481125 0.205883558890 0.210204481125
0.000019507264 0.000014459731 0.000019576407 0.000018475121 0.371293053608 0.211148973847 0.206408998699 0.211148973847
0.000019501335 0.000014454663 0.000019570683 0.000018469110 0.368875262741 0.212096077081 0.206932583098 0.212096077081
0.000019495390 0.000014449582 0.000019564944 0.000018463083 0.366454271519 0.213045742221 0.207454244039 0.213045742221
0.000019489429 0.000014444486 0.000019559189 0.000018457040 0.364030247528 0.213997919703 0.207973913066 0.213997919703
0.000019483453 0.000014439376 0.000019553419 0.000018450981 0.361603360653 0.214952559007 0.208491521334 0.214952559007
0.000019477462 0.000014434253 0.000019547635 0.000018444906 0.359173783034 0.215909608666 0.209006999633 0.215909608666
0.000019471456 0.000014429116 0.000019541837 0.000018438816 0.356741689042 0.216869016275 0.209520278408 0.216869016275
0.000019465435 0.000014423967 0.000019536025 0.000018432711 0.354307255230 0.217830728495 0.210031287780 0.217830728495
0.000019459400 0.000014418804 0.000019530199 0.000018426591 0.351870660301 0.218794691064 0.210539957572 0.218794691064
0.000019453351 0.000014413630 0.000019524360 0.000018420457 0.349432085060 0.219760848807 0.211046217327 0.219760848807
0.000019447289 0.000014408443 0.000019518508 0.000018414309 0.346991712373 0.220729145644 0.211549996338 0.220729145644
0.000019441214 0.000014403244 0.000019512644 0.000018408147 0.344549727122 0.221699524604 0.212051223669 0.221699524604
0.000019435126 0.000014398034 0.000019506767 0.000018401972 0.342106316153 0.222671927834 0.212549828179 0.222671927834
0.000019429025 0.000014392812 0.000019500879 0.000018395784 0.339661668231 0.223646296610 0.213045738549 0.223646296610
0.000019422912 0.000014387580 0.000019494979 0.000018389584 0.337215973982 0.224622571354 0.213538883309 0.224622571354
0.000019416788 0.000014382337 0.000019489067 0.000018383372 0.334769425847 0.225600691645 0.214029190863 0.225600691645
0.000019410653 0.000014377084 0.000019483146 0.000018377148 0.332322218020 0.226580596233 0.214516589514 0.226580596233
0.000019404506 0.000014371821 0.000019477213 0.000018370913 0.329874546391 0.227562223056 0.215001007497 0.227562223056
0.000019398349 0.000014366548 0.000019471271 0.000018364667 0.327426608490 0.228545509254 0.215482373001 0.228545509254
0.000019392182 0.000014361266 0.000019465319 0.000018358410 0.324978603424 0.229530391188 0.215960614201 0.229530391188
0.000019386006 0.000014355975 0.000019459358 0.000018352143 0.322530731811 0.230516804453 0.216435659284 0.230516804453
0.000019379820 0.000014350675 0.000019453388 0.000018345866 0.320083195719 0.231504683901 0.216907436480 0.231504683901
0.000019373625 0.000014345368 0.000019447409 0.000018339581 0.317636198597 0.232493963655 0.217375874093 0.232493963655
0.000019367422 0.000014340052 0.000019441423 0.000018333286 0.315189945208 0.233484577134 0.217840900525 0.233484577134
0.000019361210 0.000014334728 0.000019435429 0.000018326983 0.312744641557 0.234476457065 0.218302444313 0.234476457065
0.000019354991 0.000014329398 0.000019429427 0.000018320671 0.310300494820 0.235469535513 0.218760434155 0.235469535513
0.000019348765 0.000014324061 0.000019423419 0.000018314353 0.307857713272 0.236463743893 0.219214798941 0.236463743893
0.000019342532 0.000014318717 0.000019417405 0.000018308027 0.305416506209 0.237459013001 0.219665467788 0.237459013001
0.000019336293 0.000014313367 0.000019411384 0.000018301694 0.302977083874 0.238455273031 0.220112370065 0.238455273031
0.000019330048 0.000014308011 0.000019405358 0.000018295355 0.300539657378 0.239452453597 0.220555435429 0.239452453597
0.000019323798 0.000014302650 0.000019399327 0.000018289010 0.298104438620 0.240450483762 0.220994593855 0.240450483762
0.000019317542 0.000014297284 0.000019393291 0.000018282660 0.295671640208 0.241449292062 0.221429775668 0.241449292062
0.000019311282 0.000014291913 0.000019387251 0.000018276305 0.293241475376 0.242448806525 0.221860911575 0.242448806525
0.000019305018 0.000014286538 0.000019381207 0.000018269945 0.290814157898 0.243448954703 0.222287932696 0.243448954703
0.000019298750 0.000014281160 0.000019375160 0.000018263582 0.288389902010 0.244449663697 0.222710770597 0.244449663697
0.000019292479 0.000014275777 0.000019369109 0.000018257215 0.285968922316 0.245450860181 0.223129357322 0.245450860181
0.000019286206 0.000014270392 0.000019363057 0.000018250845 0.283551433711 0.246452470432 0.223543625425 0.246452470432
0.000019279930 0.000014265004 0.000019357002 0.000018244472 0.281137651283 0.247454420358 0.223953508001 0.247454420358
0.000019273652 0.000014259614 0.000019350946 0.000018238097 0.278727790234 0.248456635523 0.224358938719 0.248456635523
0.000019267373 0.000014254222 0.000019344888 0.000018231720 0.276322065785 0.249459041180 0.224759851856 0.249459041180
0.000019261094 0.000014248828 0.000019338830 0.000018225343 0.273920693086 0.250461562296 0.225156182323 0.250461562296
0.000019254813 0.000014243434 0.000019332772 0.000018218964 0.271523887130 0.251464123584 0.225547865702 0.251464123584
0.000019248533 0.000014238038 0.000019326714 0.000018212585 0.269131862656 0.252466649535 0.225934838275 0.252466649535
0.000019242254 0.000014232643 0.000019320656 0.000018206207 0.266744834060 0.253469064442 0.226317037057 0.253469064442
0.000019235975 0.000014227247 0.000019314600 0.000018199829 0.264363015304 0.254471292436 0.226694399825 0.254471292436
0.000019229698 0.000014221852 0.000019308546 0.000018193453 0.261986619822 0.255473257515 0.227066865149 0.255473257515
0.000019223423 0.000014216458 0.000019302493 0.000018187078 0.259615860426 0.256474883576 0.227434372423 0.256474883576
0.000019217151 0.000014211065 0.000019296443 0.000018180705 0.257250949215 0.257476094444 0.227796861897 0.257476094444
0.000019210881 0.000014205674 0.000019290396 0.000018174335 0.254892097482 0.258476813908 0.228154274701 0.258476813908
0.000019204615 0.000014200285 0.000019284353 0.000018167968 0.252539515621 0.259476965748 0.228506552882 0.259476965748
0.000019198353 0.000014194899 0.000019278313 0.000018161604 0.250193413033 0.260476473770 0.228853639427 0.260476473770
0.000019192095 0.000014189516 0.000019272278 0.000018155245 0.247853998035 0.261475261837 0.229195478291 0.261475261837
0.000019185842 0.000014184136 0.000019266247 0.000018148890 0.245521477765 0.262473253902 0.229532014432 0.262473253902
0.000019179595 0.000014178759 0.000019260222 0.000018142541 0.243196058093 0.263470374039 0.229863193830 0.263470374039
0.000019173353 0.000014173387 0.000019254203 0.000018136197 0.240877943530 0.264466546476 0.230188963517 0.264466546476
0.000019167117 0.000014168020 0.000019248190 0.000018129858 0.238567337134 0.265461695630 0.230509271607 0.265461695630
0.000019160889 0.000014162657 0.000019242183 0.000018123527 0.236264440420 0.266455746132 0.230824067315 0.266455746132
0.000019154667 0.000014157300 0.000019236184 0.000018117202 0.233969453275 0.267448622869 0.231133300987 0.267448622869
0.000019148453 0.000014151948 0.000019230192 0.000018110885 0.231682573865 0.268440251007 0.231436924121 0.268440251007
0.000019142247 0.000014146603 0.000019224208 0.000018104576 0.229403998547 0.269430556029 0.231734889395 0.269430556029
0.000019136050 0.000014141264 0.000019218233 0.000018098275 0.227133921786 0.270419463765 0.232027150683 0.270419463765
0.000019129862 0.000014135932 0.000019212266 0.000018091982 0.224872536067 0.271406900424 0.232313663085 0.271406900424
0.000019123684 0.000014130608 0.000019206309 0.000018085700 0.222620031810 0.272392792623 0.232594382944 0.272392792623
0.000019117515 0.000014125291 0.000019200362 0.000018079427 0.220376597288 0.273377067423 0.232869267865 0.273377067423
0.000019111357 0.000014119982 0.000019194425 0.000018073164 0.218142418546 0.274359652356 0.233138276741 0.274359652356
0.000019105210 0.000014114682 0.000019188499 0.000018066912 0.215917679319 0.275340475458 0.233401369765 0.275340475458
0.000019099074 0.000014109391 0.000019182584 0.000018060671 0.213702560955 0.276319465296 0.233658508453 0.276319465296
0.000019092950 0.000014104109 0.000019176680 0.000018054441 0.211497242335 0.277296551004 0.233909655658 0.277296551004
0.000019086838 0.000014098836 0.000019170788 0.000018048224 0.209301899801 0.278271662304 0.234154775591 0.278271662304
0.000019080739 0.000014093574 0.000019164909 0.000018042019 0.207116707080 0.279244729545 0.234393833830 0.279244729545
0.000019074653 0.000014088322 0.000019159042 0.000018035827 0.204941835213 0.280215683723 0.234626797341 0.280215683723
0.000019068580 0.000014083081 0.000019153189 0.000018029649 0.202777452485 0.281184456514 0.234853634487 0.281184456514
0.000019062522 0.000014077851 0.000019147349 0.000018023484 0.200623724355 0.282150980301 0.235074315042 0.282150980301
0.000019056478 0.000014072632 0.000019141524 0.000018017333 0.198480813392 0.283115188201 0.235288810206 0.283115188201
0.000019050448 0.000014067425 0.000019135712 0.000018011197 0.196348879213 0.284077014089 0.235497092609 0.284077014089
0.000019044434 0.000014062231 0.000019129916 0.000018005077 0.194228078414 0.285036392629 0.235699136328 0.285036392629
0.000019038435 0.000014057049 0.000019124135 0.000017998971 0.192118564518 0.285993259296 0.235894916891 0.285993259296
0.000019032453 0.000014051880 0.000019118369 0.000017992882 0.190020487915 0.286947550399 0.236084411286 0.286947550399
0.000019026487 0.000014046724 0.000019112619 0.000017986808 0.187933995805 0.287899203112 0.236267597971 0.287899203112
0.000019020537 0.000014041581 0.000019106886 0.000017980752 0.185859232146 0.288848155490 0.236444456874 0.288848155490
0.000019014605 0.000014036453 0.000019101169 0.000017974712 0.183796337607 0.289794346495 0.236614969403 0.289794346495
0.000019008690 0.000014031338 0.000019095470 0.000017968690 0.181745449515 0.290737716020 0.236779118446 0.290737716020
0.000019002793 0.000014026238 0.000019089788 0.000017962685 0.179706701811 0.291678204905 0.236936888379 0.291678204905
0.000018996915 0.000014021153 0.000019084123 0.000017956699 0.177680225011 0.292615754964 0.237088265062 0.292615754964
0.000018991055 0.000014016083 0.000019078477 0.000017950731 0.175666146158 0.293550309000 0.237233235842 0.293550309000
0.000018985214 0.000014011029 0.000019072849 0.000017944783 0.173664588785 0.294481810829 0.237371789558 0.294481810829
0.000018979392 0.000014005990 0.000019067240 0.000017938853 0.171675672662 0.295410205376 0.237503916587 0.295410205376
0.000018973590 0.000014000968 0.000019061650 0.000017932943 0.169699506254 0.296335441524 0.237629610697 0.296335441524
0.000018967807 0.000013995961 0.000019056079 0.000017927053 0.167735921788 0.297257571913 0.237748934386 0.297257571913
0.000018967807 0.000013995961 0.000019056079 0.000017927053 0.167735921788 0.297257571913 0.237748934386 0.297257571913

0.000019577048 0.000014519338 0.000019643789 0.000018545849 0.400000000000 0.200000000000 0.200000000000 0.200000000000
0.000019571359 0.000014514481 0.000019638295 0.000018540084 0.397644252346 0.200908981143 0.200537785367 0.200908981143
0.000019565694 0.000014509644 0.000019632825 0.000018534343 0.395303796811 0.201814125703 0.201067951783 0.201814125703
0.000019560040 0.000014504816 0.000019627366 0.000018528613 0.392973006877 0.202717355884 0.201592281356 0.202717355884
0.000019554387 0.000014499987 0.000019621907 0.000018522884 0.390646524541 0.203620507935 0.202112459589 0.203620507935
