Mr           Mp           Yp1          Yp2          Yp3          Yp4          stagecut    
0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000
0.002489774335 0.000010225665 0.928058417884 0.000000000000 0.071941582116 0.000000000000 0.004090266106
0.002479610351 0.000020389649 0.927761711077 -0.000000000000 0.072238288923 -0.000000000000 0.008155859800
0.002469506047 0.000030493953 0.927467291302 0.000000000000 0.072532708698 0.000000000000 0.012197581369
0.002459461226 0.000040538774 0.927172595287 -0.000000000000 0.072827404713 -0.000000000000 0.016215509609
0.002449475929 0.000050524071 0.926876831039 0.000000000000 0.073123168961 0.000000000000 0.020209628257
0.002439550226 0.000060449774 0.926579700585 0.000000000000 0.073420299415 0.000000000000 0.024179909678
0.002429684185 0.000070315815 0.926281070121 0.000000000000 0.073718929879 0.000000000000 0.028126326069
0.002419877873 0.000080122127 0.925980870191 0.000000000000 0.074019129809 0.000000000000 0.032048850965
0.002410131351 0.000089868649 0.925679060339 0.000000000000 0.074320939661 0.000000000000 0.035947459467
0.002400444679 0.000099555321 0.925375614721 -0.000000000000 0.074624385279 -0.000000000000 0.039822128280
0.002390817911 0.000109182089 0.925070515534 0.000000000000 0.074929484466 0.000000000000 0.043672835743
0.002381251095 0.000118748905 0.924763749728 0.000000000000 0.075236250272 0.000000000000 0.047499561849
0.002371744279 0.000128255721 0.924455307236 0.000000000000 0.075544692764 0.000000000000 0.051302288259
0.002362297504 0.000137702496 0.924145179968 0.000000000000 0.075854820032 0.000000000000 0.055080998325
0.002352910807 0.000147089193 0.923833361202 -0.000000000000 0.076166638798 -0.000000000000 0.058835677109
0.002343584222 0.000156415778 0.923519845211 -0.000000000000 0.076480154789 -0.000000000000 0.062566311396
0.002334317776 0.000165682224 0.923204627016 -0.000000000000 0.076795372984 -0.000000000000 0.066272889720
0.002325111494 0.000174888506 0.922887702231 -0.000000000000 0.077112297769 -0.000000000000 0.069955402371
0.002315965396 0.000184034604 0.922569066946 -0.000000000000 0.077430933054 -0.000000000000 0.073613841419
0.002306879498 0.000193120502 0.922248717661 -0.000000000000 0.077751282339 -0.000000000000 0.077248200728
0.002297853810 0.000202146190 0.921926651223 -0.000000000000 0.078073348777 -0.000000000000 0.080858475971
0.002288888338 0.000211111662 0.921602864796 -0.000000000000 0.078397135204 -0.000000000000 0.084444664645
0.002279983085 0.000220016915 0.921277355831 -0.000000000000 0.078722644169 -0.000000000000 0.088006766087
0.002271138046 0.000228861954 0.920950122044 -0.000000000000 0.079049877956 -0.000000000000 0.091544781487
0.002262353215 0.000237646785 0.920621161405 -0.000000000000 0.079378838595 -0.000000000000 0.095058713902
0.002253628579 0.000246371421 0.920290472127 -0.000000000000 0.079709527873 -0.000000000000 0.098548568268
0.002244964121 0.000255035879 0.919958052656 -0.000000000000 0.080041947344 -0.000000000000 0.102014351412
0.002236359820 0.000263640180 0.919623901669 -0.000000000000 0.080376098331 -0.000000000000 0.105456072067
0.002227815648 0.000272184352 0.919288018068 -0.000000000000 0.080711981932 -0.000000000000 0.108873740879
0.002219331574 0.000280668426 0.918950400980 -0.000000000000 0.081049599020 -0.000000000000 0.112267370419
0.002210907562 0.000289092438 0.918611049752 -0.000000000000 0.081388950248 -0.000000000000 0.115636975192
0.002202543571 0.000297456429 0.918269963952 -0.000000000000 0.081730036048 -0.000000000000 0.118982571650
0.002194239555 0.000305760445 0.917927143371 -0.000000000000 0.082072856629 -0.000000000000 0.122304178194
0.002185995462 0.000314004538 0.917582588020 -0.000000000000 0.082417411980 -0.000000000000 0.125601815187
0.002177811238 0.000322188762 0.917236298130 -0.000000000000 0.082763701870 -0.000000000000 0.128875504957
0.002169686820 0.000330313180 0.916888274158 -0.000000000000 0.083111725842 -0.000000000000 0.132125271807
0.002161622145 0.000338377855 0.916538516781 -0.000000000000 0.083461483219 -0.000000000000 0.135351142019
0.002153617140 0.000346382860 0.916187026902 -0.000000000000 0.083812973098 -0.000000000000 0.138553143856
0.002145671731 0.000354328269 0.915833805652 -0.000000000000 0.084166194348 -0.000000000000 0.141731307573
0.002137785836 0.000362214164 0.915478854386 -0.000000000000 0.084521145614 -0.000000000000 0.144885665410
0.002129959371 0.000370040629 0.915122174690 -0.000000000000 0.084877825310 -0.000000000000 0.148016251607
0.002122192244 0.000377807756 0.914763768379 -0.000000000000 0.085236231621 -0.000000000000 0.151123102393
0.002114484360 0.000385515640 0.914403637499 -0.000000000000 0.085596362501 -0.000000000000 0.154206255998
0.002106835618 0.000393164382 0.914041784331 -0.000000000000 0.085958215669 -0.000000000000 0.157265752644
0.002099245914 0.000400754086 0.913678211389 -0.000000000000 0.086321788611 -0.000000000000 0.160301634550
