Dspecies1    Dspecies2    Dspecies3    Dspecies4   
0.000019806196 0.000014523997 0.000019905426 0.000018687431
0.000020694143 0.000015548000 0.000020709292 0.000019709957
0.000020823904 0.000015697633 0.000020826768 0.000019859380
0.000020838012 0.000015713901 0.000020839540 0.000019875625
0.000020839622 0.000015715758 0.000020840998 0.000019877480
0.000020839807 0.000015715971 0.000020841166 0.000019877693
0.000020839828 0.000015715996 0.000020841185 0.000019877717
0.000020839831 0.000015715998 0.000020841187 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839831 0.000015715999 0.000020841188 0.000019877720
0.000020839832 0.000015715999 0.000020841188 0.000019877721
0.000020839832 0.000015715999 0.000020841188 0.000019877721

0.000019806196 0.000014523997 0.000019905426 0.000018687431
0.000019818878 0.000014538622 0.000019916908 0.000018702035
0.000019860670 0.000014586815 0.000019954742 0.000018750160
0.000019926124 0.000014662295 0.000020013999 0.000018825533
0.000020014931 0.000014764707 0.000020094397 0.000018927798
0.000020121993 0.000014888172 0.000020191321 0.000019051086
0.000020238699 0.000015022760 0.000020296976 0.000019185480
0.000020355416 0.000015157364 0.000020402641 0.000019319889
0.000020463872 0.000015282440 0.000020500826 0.000019444783
0.000020558500 0.000015391570 0.000020586494 0.000019553755
0.000020636665 0.000015481713 0.000020657257 0.000019643767
0.000020698151 0.000015552620 0.000020712921 0.000019714572
0.000020744392 0.000015605945 0.000020754783 0.000019767820
0.000020777719 0.000015644377 0.000020784955 0.000019806198
